Complaint number,Complaint filed against,Complaint filed by,Reason complaint filed,Confirmed complaint,How resolved,Received date,Closed date,Complaint type,Coverage type,Coverage level,Others involved,Respondent ID,Respondent Role,Respondent type,Complainant type,Keywords
395888,State Farm Mutual Automobile Insurance Company,Insured,Cancellation; Cust Srvc Policy Holder Srvcs,Yes,Information Furnished; Corrective Action Taken,6/20/2024,8/21/2024,Property and Casualty,Automobile,Individual Private Pass,Portal - Agency; Portal - Agent/Adjuster; Portal - Insured,1510,Ins Co - Licensed/Active,Organization,INDV,
395889,State Farm Lloyds,Insured,Cust Service Claim Handling; Delays (Claims Handling); Unsatisfactory Settle/Offer,Yes,Corrective Action Taken; Claim Settled; Information Furnished,6/19/2024,9/23/2024,Property and Casualty,Homeowners,Homeowners,Associated Subject Person; Portal - Company; Portal - Insured,3105,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; APPRAISAL; DEDUCTIBLE; HAIL; ROOF
395890,State Farm Lloyds,Insured,Cust Service Claim Handling; Delays (Claims Handling),Yes,Information Furnished; Corrective Action Taken; Claim Settled,6/20/2024,9/12/2024,Property and Casualty,Homeowners,Homeowners,Portal - Company; Portal - Insured,3105,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; WATER DAMAGE; WIND
395904,State Farm Mutual Automobile Insurance Company,Third Party,Cust Service Claim Handling; Delays (Claims Handling),No,Claim Settled; Information Furnished,6/20/2024,9/13/2024,Property and Casualty,Automobile,Individual Private Pass,Insured; Portal - Agency; Portal - Insured,1510,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; COMPARATIVE NEGLIGENCE
395918,State Farm Mutual Automobile Insurance Company,Other,Cust Service Claim Handling; Delays (Claims Handling),No,Corrective Action Taken; Claim Settled; Additional Monies Received,6/20/2024,9/26/2024,Property and Casualty,Automobile,Individual Private Pass,Correspondent Person; Insured; Portal - Company; Portal - Insured,1510,Ins Co - Licensed/Active,Organization,ORG,DEDUCTIBLE; HAIL; STORAGE FEE
395935,State Farm Mutual Automobile Insurance Company,Attorney,Cust Service Claim Handling; Delays (Claims Handling),Yes,Claim Settled; Corrective Action Taken; Information Furnished,6/20/2024,10/3/2024,Property and Casualty,Automobile,Individual Private Pass,Associated Subject Person; Correspondent Person; Insured; Portal - Agent/Adjuster; Portal - Attorney,1510,Ins Co - Licensed/Active,Organization,ORG,ADJUSTER'S HANDLING
395968,State Farm Mutual Automobile Insurance Company,Third Party,Cust Service Claim Handling; Delays (Claims Handling); Unsatisfactory Settle/Offer,Yes,Corrective Action Taken; Claim Settled; Information Furnished,6/20/2024,8/19/2024,Property and Casualty,Automobile,Individual Private Pass,Associated Subject Company; Associated Subject Person; Correspondent Person; Portal - Insured; Portal - Other Company,1510,Ins Co - Licensed/Active,Organization,ORG,ADJUSTER'S HANDLING; DIMINISHED VALUE
395980,State Farm Mutual Automobile Insurance Company,Insured,Cust Service Claim Handling; Delays (Claims Handling); Unsatisfactory Settle/Offer,No,Additional Payment Expected; Company Position Upheld; Question of Fact,6/20/2024,8/21/2024,Property and Casualty,Automobile,Individual Private Pass,Associated Subject Person; Portal - Agent/Adjuster; Portal - Insured,1510,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; DIMINISHED VALUE
395998,State Farm Lloyds,Other,Cust Srvc Policy Holder Srvcs; Delays (Policyholder Service),No,Contract Language/Legal Issue; Question of Fact,6/20/2024,7/8/2024,Property and Casualty,Homeowners,Homeowners,Associated Subject Person; Portal - Agent/Adjuster; Portal - Insured,3105,Ins Co - Licensed/Active,Organization,INDV,APPRAISAL
396007,State Farm Lloyds,Insured,Cust Service Claim Handling; Denial Of Claim; Unsatisfactory Settle/Offer,No,Company Position Upheld; Contract Language/Legal Issue; Question of Fact,6/21/2024,9/20/2024,Property and Casualty,Homeowners,Homeowners,Associated Subject Person; Portal - Agency; Portal - Agent/Adjuster; Portal - Company; Portal - Insured,3105,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; DAMAGE DISPUTE; HAIL; ROOF; SENIOR CITIZEN
396018,State Farm Mutual Automobile Insurance Company,Third Party,Cust Service Claim Handling; Delays (Claims Handling),Yes,Information Furnished; Claim Settled; Corrective Action Taken,6/21/2024,9/13/2024,Property and Casualty,Automobile,Individual Private Pass,Associated Subject Company; Associated Subject Person; Insured; Portal - Insured; Portal - Other Company,1510,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; LOSS OF USE
396072,State Farm Mutual Automobile Insurance Company,Third Party,Cust Service Claim Handling; Delays (Claims Handling),No,Information Furnished; Question of Fact; Additional Payment Expected,6/21/2024,8/9/2024,Property and Casualty,Automobile,Individual Private Pass,Associated Subject Person; Insured; Portal - Insured; Portal - Other Company,1510,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; LOSS OF USE; UNCOOPERATIVE INSURED
396084,State Farm Mutual Automobile Insurance Company,Insured,Cust Service Claim Handling; Delays (Claims Handling),No,Claim Settled; Information Furnished,6/21/2024,8/21/2024,Property and Casualty,Automobile,Individual Private Pass,Associated Subject Person; Insured; Portal - Attorney; Portal - Company; Portal - Insured,1510,Ins Co - Licensed/Active,Organization,INDV,TOTAL LOSS
396124,State Farm Lloyds,Insured,Cust Service Claim Handling; Delays (Claims Handling); Unsatisfactory Settle/Offer,No,Information Furnished; Claim Settled; Contract Language/Legal Issue,6/24/2024,10/9/2024,Property and Casualty,Homeowners,Homeowners,Associated Subject Company; Correspondent Person; Portal - Agent/Adjuster; Portal - Insured,3105,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; MOLD; ROOF; WATER DAMAGE; WIND
396127,State Farm Mutual Automobile Insurance Company,Insured,Liability Dispute,No,Question of Fact; Company Position Upheld; Contract Language/Legal Issue,6/24/2024,8/21/2024,Property and Casualty,Automobile,Individual Private Pass,Associated Subject Person; Portal - Company; Portal - Insured,1510,Ins Co - Licensed/Active,Organization,INDV,
396151,State Farm Lloyds,Insured,Denial Of Claim,No,Company Position Upheld; Contract Language/Legal Issue,6/24/2024,9/10/2024,Property and Casualty,Homeowners,Homeowners,Portal - Company; Portal - Insured,3105,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; PLUMBING; WATER DAMAGE
396161,State Farm County Mutual Insurance Company of Texas,Third Party,Denial Of Claim; Liability Dispute,No,Question of Fact; Company Position Upheld; Information Furnished,6/24/2024,8/29/2024,Property and Casualty,Automobile,Individual Private Pass,Insured; Portal - Insured; Portal - Other Company,1506,Ins Co - Licensed/Active,Organization,INDV,
396195,State Farm Mutual Automobile Insurance Company,Other,Cust Service Claim Handling; Delays (Claims Handling),Yes,Information Furnished; Corrective Action Taken; Claim Settled,6/24/2024,9/17/2024,Property and Casualty,Automobile,Individual Private Pass,Insured; Portal - Company; Portal - Insured,1510,Ins Co - Licensed/Active,Organization,ORG,
396204,State Farm Mutual Automobile Insurance Company,Third Party,Cust Service Claim Handling; Delays (Claims Handling); Unsatisfactory Settle/Offer,Yes,Additional Monies Received; Corrective Action Taken; Information Furnished,6/24/2024,9/13/2024,Property and Casualty,Automobile,Individual Private Pass,Associated Subject Company; Portal - Insured; Portal - Other Company,1510,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; HAIL; REPAIR CHOICE; WATER DAMAGE
396232,State Farm Mutual Automobile Insurance Company,Lienholder,Cust Service Claim Handling; Delays (Claims Handling); Unsatisfactory Settle/Offer,Yes,Corrective Action Taken; Claim Settled; Information Furnished,6/24/2024,9/16/2024,Property and Casualty,Automobile,Individual Private Pass,Correspondent Person; Portal - Agency; Portal - Agent/Adjuster; Portal - Insured,1510,Ins Co - Licensed/Active,Organization,ORG,ADJUSTER'S HANDLING; TOTAL LOSS
396245,State Farm Mutual Automobile Insurance Company,Third Party,Cust Service Claim Handling; Delays (Claims Handling),No,Information Furnished; Claim Settled,6/24/2024,8/22/2024,Property and Casualty,Automobile,Individual Private Pass,Associated Subject Person; Portal - Company; Portal - Insured; Portal - Other Company; Spouse,1510,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; TOTAL LOSS
396250,State Farm Lloyds,Insured,Unsatisfactory Settle/Offer,No,Question of Fact; Company Position Upheld; Contract Language/Legal Issue,6/24/2024,9/20/2024,Property and Casualty,Homeowners,Homeowners,Portal - Company; Portal - Insured,3105,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; APPRAISAL; WATER DAMAGE
396251,State Farm Mutual Automobile Insurance Company,Attorney,Cust Service Claim Handling; Delays (Claims Handling),No,Claim Settled; Company Position Upheld; Contract Language/Legal Issue,6/25/2024,9/3/2024,Property and Casualty,Automobile,Individual Private Pass,Associated Subject Company; Associated Subject Person; Correspondent Person; Insured; Portal - Company; Portal - Insured,1510,Ins Co - Licensed/Active,Organization,ORG,ADJUSTER'S HANDLING; TOTAL LOSS
396255,State Farm Mutual Automobile Insurance Company,Third Party,Cust Service Claim Handling; Unsatisfactory Settle/Offer,No,Information Furnished,6/25/2024,7/26/2024,Property and Casualty,Automobile,Individual Private Pass,Associated Subject Company; Associated Subject Person; Insured; Portal - Insured; Portal - Other Company,1510,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; LOSS OF USE
396262,State Farm Lloyds,Insured,Cust Service Claim Handling; Delays (Claims Handling); Unsatisfactory Settle/Offer,No,Company Position Upheld; Contract Language/Legal Issue; Question of Fact,6/25/2024,9/10/2024,Property and Casualty,Homeowners,Homeowners,Associated Subject Person; Portal - Agent/Adjuster; Portal - Company; Portal - Insured,3105,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; HAIL; ROOF
396277,State Farm County Mutual Insurance Company of Texas,Third Party,Cust Service Claim Handling; Unsatisfactory Settle/Offer,No,Company Position Upheld; Claim Settled; Information Furnished,6/25/2024,8/28/2024,Property and Casualty,Automobile,Individual Private Pass,Insured; Portal - Insured; Portal - Other Company,1506,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; TOTAL LOSS
396293,State Farm Mutual Automobile Insurance Company,Insured,Cust Service Claim Handling; Delays (Claims Handling),Yes,Information Furnished; Corrective Action Taken,6/25/2024,8/29/2024,Property and Casualty,Automobile,Individual Private Pass,Associated Subject Person; Portal - Agent/Adjuster; Portal - Attorney; Portal - Company; Portal - Insured,1510,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING
396303,State Farm Lloyds,Insured,Cust Service Claim Handling; Delays (Claims Handling); Unsatisfactory Settle/Offer,No,Additional Payment Expected; Information Furnished,6/25/2024,8/15/2024,Property and Casualty,Homeowners,Homeowners,Associated Subject Person; Portal - Agent/Adjuster; Portal - Attorney; Portal - Company; Portal - Insured,3105,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; DAMAGE DISPUTE; LOSS OF USE
396306,State Farm Mutual Automobile Insurance Company,Insured,Denial Of Claim; Policy Exclusion,No,Company Position Upheld; Question of Fact; Contract Language/Legal Issue,6/25/2024,10/15/2024,Property and Casualty,Automobile,Individual Private Pass,Associated Subject Company; Associated Subject Person; Portal - Attorney; Portal - Company; Portal - Insured,1510,Ins Co - Licensed/Active,Organization,INDV,DIMINISHED VALUE; RIDESHARE; TOTAL LOSS
396322,State Farm Mutual Automobile Insurance Company,Insured,Cust Service Claim Handling; Delays (Claims Handling); Liability Dispute; Unsatisfactory Settle/Offer,No,Claim Settled; Information Furnished; Company Position Upheld,6/25/2024,9/26/2024,Property and Casualty,Automobile,Individual Private Pass,Associated Subject Company; Associated Subject Person; Portal - Agency; Portal - Agent/Adjuster; Portal - Company; Portal - Insured,1510,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; COMPARATIVE NEGLIGENCE
396323,State Farm Mutual Automobile Insurance Company,Attorney,Cust Service Claim Handling; Delays (Claims Handling),No,Additional Monies Received; Information Furnished; Question of Fact,6/25/2024,7/29/2024,Property and Casualty,Automobile,Individual Private Pass,Associated Subject Person; Correspondent Person; Portal - Attorney; Portal - Insured; Portal - Other Company,1510,Ins Co - Licensed/Active,Organization,ORG,ADJUSTER'S HANDLING
396332,State Farm Lloyds,Insured,Cust Service Claim Handling; Unsatisfactory Settle/Offer,No,Company Position Upheld; Question of Fact; Contract Language/Legal Issue,6/25/2024,10/21/2024,Property and Casualty,Homeowners,Homeowners,Associated Subject Company; Associated Subject Person; Portal - Agent/Adjuster; Portal - Company; Portal - Insured; Portal - Other,3105,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; DAMAGE DISPUTE; DEDUCTIBLE; HAIL; ROOF; WATER DAMAGE; WIND
396352,State Farm Mutual Automobile Insurance Company,Insured,Cust Service Claim Handling; Delays (Claims Handling),No,Question of Fact; Information Furnished; Contract Language/Legal Issue,6/25/2024,9/20/2024,Property and Casualty,Automobile,Individual Private Pass,Associated Subject Person; Portal - Company; Portal - Insured,1510,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING
396355,State Farm Mutual Automobile Insurance Company,Insured,Cust Service Claim Handling; Delays (Claims Handling),No,Question of Fact; Information Furnished; Additional Payment Expected,6/25/2024,8/5/2024,Property and Casualty,Automobile,Individual Private Pass,Associated Subject Company; Associated Subject Person; Portal - Agent/Adjuster; Portal - Attorney; Portal - Company; Portal - Insured,1510,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING
396373,State Farm Lloyds,Insured,Unsatisfactory Settle/Offer,No,Question of Fact; Contract Language/Legal Issue,6/26/2024,10/11/2024,Property and Casualty,Homeowners,Homeowners,Associated Subject Person; Portal - Agent/Adjuster; Portal - Attorney; Portal - Insured,3105,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; DAMAGE DISPUTE; HAIL; ROOF
396393,State Farm Lloyds,Other,Cust Service Claim Handling; Delays (Claims Handling),No,Company Position Upheld; Contract Language/Legal Issue; Information Furnished,6/26/2024,9/20/2024,Property and Casualty,Homeowners,Homeowners,Associated Subject Person; Correspondent Person; Insured; Portal - Agent/Adjuster; Portal - Company; Portal - Insured,3105,Ins Co - Licensed/Active,Organization,ORG,ADJUSTER'S HANDLING; HAIL; ROOF; WIND
396451,State Farm Mutual Automobile Insurance Company,Insured,Cust Service Claim Handling; Unsatisfactory Settle/Offer,No,Information Furnished; Contract Language/Legal Issue,6/26/2024,8/28/2024,Property and Casualty,Automobile,Individual Private Pass,Portal - Company; Portal - Insured,1510,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; AFTERMARKET PARTS
396470,State Farm Mutual Automobile Insurance Company,Insured,Cancellation; Delays (Underwriting); Refusal to Insure,No,Information Furnished; Contract Language/Legal Issue; Company Position Upheld,6/26/2024,8/30/2024,Property and Casualty,Automobile,Individual Private Pass,Portal - Company; Portal - Insured,1510,Ins Co - Licensed/Active,Organization,INDV,
396474,State Farm Lloyds,Insured,Cust Service Claim Handling; Delays (Claims Handling),No,Claim Settled; Contract Language/Legal Issue; Information Furnished,6/24/2024,9/13/2024,Property and Casualty,Homeowners,Homeowners,,3105,Ins Co - Licensed/Active,Organization,INDV,2021 February Ice Storm; ADJUSTER'S HANDLING; PLUMBING; ROOF; SENIOR CITIZEN; WATER DAMAGE
396476,State Farm Lloyds,Other,Denial Of Claim,No,Contract Language/Legal Issue; Company Position Upheld; Question of Fact,6/27/2024,9/20/2024,Property and Casualty,Homeowners,Homeowners,Associated Subject Person; Insured; Portal - Agent/Adjuster; Portal - Company; Portal - Insured,3105,Ins Co - Licensed/Active,Organization,INDV,
